User,Text,Date,lat,long
MobiusEagle,"and obviously the natural disasters (fires, floods, storms and hurricanes) are bad because of global warming, but guess what? that's not gonna end in January. in fact it's gonna keep getting worse.",2020-08-31 20:09:22+00:00,31.38230826638046,-95.48839489324875
Nectaronice,"I love thinking about the stories that will pop up in 20 years because a 2020 wine label... ""did this come from a region engulfed by flames, floods or blood?? Oh, definitely blood... nice, full bodied. Did i ever tell you the story of where I was when Joe Biden won?"" ",2020-08-31 19:59:00+00:00,31.314002232191473,-95.82079719725202
nwsjacksonky,Flash Flood Warning including Owingsville KY until 7:00 PM EDT ,2020-08-31 19:57:19+00:00,30.415082047912833,-101.10805547315422
coleman_peanut,I know right. I need to find me a spot. We had a inch and 3/10 by 1pm and it’s been pouring since. Some places have already gotten 3 inches. Roads are starting to flood.,2020-08-31 19:56:23+00:00,31.504490327067796,-106.56184192153262
2KEEMdomCome,DMs bout to flood ,2020-08-31 19:55:22+00:00,33.19081754080336,-103.11188411958707
iembot_rlx,"At 10:18 AM EDT, Lloyd [Greenup Co, KY] 911 CALL CENTER reports FLASH FLOOD. COAL BRANCH ROAD CLOSED DUE TO FLOODING AND A ROAD BREAK FROM COAL BRANCH EXCEEDING ITS BANKS. ROAD HAS SINCE REOPENED. TIME FROM 911 CENTER POST. https://mesonet.agron.iastate.edu/lsr/#RLX/202008311418/202008311418",2020-08-31 19:53:31+00:00,31.83867726839862,-105.31768747205781
BransonWX,"At 10:18 AM EDT, Lloyd [Greenup Co, KY] 911 CALL CENTER reports FLASH FLOOD. COAL BRANCH ROAD CLOSED DUE TO FLOODING AND A ROAD BREAK FROM COAL BRANCH EXCEEDING ITS BANKS. ROAD HAS SINCE REOPENED. TIME FROM 911 CENTER POST. https://mesonet.agron.iastate.edu/lsr/#RLX/202008311418/202008311418",2020-08-31 19:53:31+00:00,29.208451027791057,-105.11321404234239
T_dott8,After this drop I’m bout to flood the scene fr,2020-08-31 19:46:03+00:00,32.33548984407971,-102.29788972676484
NWSPaducah,"Flash Flood Warning including Marble Hill MO, Greenville MO, Zalma MO until 5:30 PM CDT ",2020-08-31 19:28:00+00:00,31.246596462687883,-96.95091239580378
brandon_flood,Lol. Will there be if you are?,2020-08-31 19:17:09+00:00,31.55824549759056,-106.03287325470482
drum_ear,Hey Texas peeps ! Flood me with things to do in Houston !,2020-08-31 18:39:47+00:00,29.475255784602723,-98.36690794108878
GDemonstrations,I'm a cook at floods now.. come thru ...,2020-08-31 18:32:35+00:00,31.00142409751872,-103.20010885084743
iosbakerjoe,"@frso_chicago has a flood of new members &amp; we welcome more. Battle lines are being drawn between workers &amp; oppressed folks on our side, &amp; the racists &amp; exploiters on the other! Join us ",2020-08-31 18:22:00+00:00,30.966322279420226,-94.44320867812911
TheFWTX,"Probably never occurred to them that they would be vandalized, set on fire, etc. Like the person not wanting flood insurance in the desert.",2020-08-31 18:02:43+00:00,28.85325289295081,-104.1007346394012
PhyddleDD,"No more building for me. The ""flood"" didn't flood the house behind me, beside me, the City Hall or Police Station. It was a direct tornado/hurricane hit.",2020-08-31 17:41:45+00:00,29.43149290821209,-105.31295703268228
iembot_rnk,"At 1:24 PM EDT, 1 ENE Stuart [Patrick Co, VA] 911 CALL CENTER reports FLASH FLOOD. THE PATRICK COUNTY 911 CENTER REPORTED THAT COMMERCE STREET IN THE TOWN OF STUART IS CLOSED OFF DUE TO A CREEK OVERFLOWING ITS BANKS SEVERAL INCHES DEEP ACROSS THE ROAD... https://mesonet.agron.iastate.edu/lsr/#RNK/202008311724/202008311724",2020-08-31 17:27:16+00:00,29.730879298645924,-95.74197797192647
BransonWX,"At 1:24 PM EDT, 1 ENE Stuart [Patrick Co, VA] 911 CALL CENTER reports FLASH FLOOD. THE PATRICK COUNTY 911 CENTER REPORTED THAT COMMERCE STREET IN THE TOWN OF STUART IS CLOSED OFF DUE TO A CREEK OVERFLOWING ITS BANKS SEVERAL INCHES DEEP ACROSS THE ROAD... https://mesonet.agron.iastate.edu/lsr/#RNK/202008311724/202008311724",2020-08-31 17:27:16+00:00,30.34669127474373,-101.0267651153491
